unit_name,faction,Unit Type,health,save,ward,keywords,weapon_name,weapon_type,attacks,hit,wound,rend,damage,range,ability,Points,Unit Size,move,control,Loadout,Weapon Models,Bought With,warscroll_abilities,rules_source
"Lady Olynder, Mortarch of Grief",Nighthaunt,Infantry Hero,7,5,5,"HERO,DEATH,UNIQUE,FLY,WARMASTER,NIGHTHAUNT,WIZARD (2),INFANTRY,WARD (5+)",Horrifying Visage,ranged,1,2,2,3,3,12,"Crit (Auto-wound), Shoot in Combat",320,1,8,2,Default,1,,"No Rest for the Wicked [Activated · Once Per Battle, Your Hero Phase] | Mortarch of Grief [Passive] | Grief-stricken [Spell · Your Hero Phase · casting value 6 · Spell]",Nighthaunt - Library.cat#ee75-82ec-9c18-397b
Lord Executioner,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Decapitating Greataxe,melee,5,3,3,2,2,,"Anti-**^^Hero^^** (+1 Rend), Crit (Auto-wound)",160,1,8,2,Default,1,,"Ghastly Descent [Activated · End of Any Turn] | Staring Death in the Face [Activated · Once Per Turn (Army), Any Combat Phase]",Nighthaunt - Library.cat#8bd-370e-5881-48fb
Lord Vitriolic,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Hurled Vial,ranged,1,3,3,2,3,10,Crit (Auto-wound),120,1,8,2,Default,1,,"Spectral Alchemy [Activated · Once Per Turn (Army), Your Shooting Phase]",Nighthaunt - Library.cat#202c-c298-11c5-361e
Lord Vitriolic,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Culler's Sickle,melee,3,4,3,1,2,,Crit (Auto-wound),120,1,8,2,Default,1,,"Spectral Alchemy [Activated · Once Per Turn (Army), Your Shooting Phase]",Nighthaunt - Library.cat#202c-c298-11c5-361e
Myrmourn Banshees,Nighthaunt,Infantry,2,6,5,"INFANTRY,DEATH,FLY,NIGHTHAUNT,WARD (5+)",Chill Dagger,melee,2,4,3,1,2,,"Anti-**^^Wizard^^** (+1 Rend), Crit (Auto-wound)",100,4,8,1,Default,4,,Spell-eaters [Activated · Reaction: Opponent declared a Spell ability],Nighthaunt - Library.cat#ca83-a38b-b1c6-f4e6
"Nagash, Supreme Lord of the Undead",Nighthaunt,Monster Hero,18,3,5,"DEATH,UNIQUE,HERO,MONSTER,WIZARD (9),WARD (5+),FLY,WARMASTER,NIGHTHAUNT","Alakanash, the Staff of Power",melee,4,3,3,2,D6,,-,750,1,10,10,Default,1,,"Battle Damaged [Passive] | The Staff of Power [Passive] | Hand of Dust [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Supreme Lord of the Undead [Activated · Once Per Battle, Your Hero Phase] | Invocation of Nagash [Spell · Your Hero Phase · casting value 7 · Spell]",Nighthaunt - Library.cat#fb77-fec9-42ed-a7fd
"Nagash, Supreme Lord of the Undead",Nighthaunt,Monster Hero,18,3,5,"DEATH,UNIQUE,HERO,MONSTER,WIZARD (9),WARD (5+),FLY,WARMASTER,NIGHTHAUNT","Zefet-nebtar, the Mortis Blade",melee,4,3,3,2,3,,-,750,1,10,10,Default,1,,"Battle Damaged [Passive] | The Staff of Power [Passive] | Hand of Dust [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Supreme Lord of the Undead [Activated · Once Per Battle, Your Hero Phase] | Invocation of Nagash [Spell · Your Hero Phase · casting value 7 · Spell]",Nighthaunt - Library.cat#fb77-fec9-42ed-a7fd
Pyregheists,Nighthaunt,Infantry,2,6,5,"INFANTRY,DEATH,CHAMPION (1/8),FLY,NIGHTHAUNT,WARD (5+)",Flaming Weapons,melee,2,4,4,0,1,,Crit (Auto-wound),180,8,8,1,Default,8,,"Light a Pyre [Activated · Once Per Turn (army), End of Any Turn]",Nighthaunt - Library.cat#5f08-4648-c0e8-e7d9
Pyregheists,Nighthaunt,Infantry,2,6,5,"INFANTRY,DEATH,CHAMPION (1/8),FLY,NIGHTHAUNT,WARD (5+)",Gout of Balefire,ranged,2,2,4,1,1,10,"Crit (Auto-wound), Shoot in Combat",180,8,8,1,Default,8,,"Light a Pyre [Activated · Once Per Turn (army), End of Any Turn]",Nighthaunt - Library.cat#5f08-4648-c0e8-e7d9
Reikenor the Grimhailer,Nighthaunt,Cavalry Hero,7,5,5,"HERO,DEATH,UNIQUE,FLY,NIGHTHAUNT,CAVALRY,WIZARD (1),WARD (5+)",Fellreaper,melee,5,3,3,2,2,,"Charge (+1 Damage), Crit (Auto-wound)",200,1,12,2,Default,1,,Corpse Candles [Activated · Any Hero Phase] | Grim Justice [Passive] | Wraithstorm [Spell · Your Hero Phase · casting value 7 · Spell],Nighthaunt - Library.cat#ea83-60f1-bd67-d25
Reikenor the Grimhailer,Nighthaunt,Cavalry Hero,7,5,5,"HERO,DEATH,UNIQUE,FLY,NIGHTHAUNT,CAVALRY,WIZARD (1),WARD (5+)",Kyllaron’s Ghostly Hooves and Teeth,melee,3,5,3,0,1,,"Crit (Auto-wound), Companion",200,1,12,2,Default,1,,Corpse Candles [Activated · Any Hero Phase] | Grim Justice [Passive] | Wraithstorm [Spell · Your Hero Phase · casting value 7 · Spell],Nighthaunt - Library.cat#ea83-60f1-bd67-d25
Scriptor Mortis,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Malicious Quill,melee,3,4,3,0,1,,Crit (Auto-wound),110,1,8,2,Default,1,,"Sentenced to Eternal Torment [Activated · Once Per Turn (Army), Your Hero Phase] | Judge, Jury and Executioner [Passive]",Nighthaunt - Library.cat#bd18-dcfd-b081-f533
Shyish Reaper,Nighthaunt,,1,6,6,"DEATH,WARD (6+),MANIFESTATION,ENDLESS SPELL,FLY,NIGHTHAUNT",Almighty Reap,melee,1,3,2,2,4,,Crit (Auto-wound),,1,,,,,,Soulreaper [Passive],Nighthaunt - Library.cat#8fe3-71b-c0fd-506b
Spirit Hosts,Nighthaunt,Infantry,3,6,5,"INFANTRY,DEATH,FLY,NIGHTHAUNT,WARD (5+)",Spectral Claws and Daggers,melee,6,4,4,0,1,,Crit (Auto-wound),110,3,8,1,Default,3,,Drawn to War [Passive],Nighthaunt - Library.cat#e823-b88c-bee5-17a1
Spirit Torment,Nighthaunt,Infantry Hero,6,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Shacklegheist Chains,melee,5,4,3,1,2,,Crit (Auto-wound),110,1,8,2,Default,1,,Captured Soul Energy [Passive],Nighthaunt - Library.cat#da26-4319-1b6a-9f32
The Headsmen's Curse,Nighthaunt,,3,4,6,"INFANTRY,UNIQUE,CHAMPION,WARD (6+),DEATH,NIGHTHAUNT,FLY",Terminus,melee,3,3,3,2,3,,Crit (Auto-wound),150,4,8,1,Default,1,,Furious Indictment [Activated · Your Hero Phase],Nighthaunt - Library.cat#a074-2ecb-5d24-8c4e
The Headsmen's Curse,Nighthaunt,,3,4,6,"INFANTRY,UNIQUE,CHAMPION,WARD (6+),DEATH,NIGHTHAUNT,FLY",Tool of Judgement,melee,3,4,4,0,1,,-,150,4,8,1,Default,3,,Furious Indictment [Activated · Your Hero Phase],Nighthaunt - Library.cat#a074-2ecb-5d24-8c4e
Thorns of the Briar Queen,Nighthaunt,,2,5,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,NIGHTHAUNT,FLY",Malignant Weapon,melee,2,4,5,0,1,,Crit (Auto-wound),140,7,8,1,Default,6,,"Ghostly Howl [Activated · Once Per Turn (Army), Any Shooting Phase] | The Briar Queen [Passive]",Nighthaunt - Library.cat#378f-c709-a843-3f3e
Thorns of the Briar Queen,Nighthaunt,,2,5,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,NIGHTHAUNT,FLY",Piercing Scream,ranged,D3,4,3,2,2,12,Shoot in Combat,140,7,8,1,Default,1,,"Ghostly Howl [Activated · Once Per Turn (Army), Any Shooting Phase] | The Briar Queen [Passive]",Nighthaunt - Library.cat#378f-c709-a843-3f3e
Thorns of the Briar Queen,Nighthaunt,,2,5,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,NIGHTHAUNT,FLY",Ancient Chill Dagger,melee,3,4,3,2,2,,Crit (Auto-wound),140,7,8,1,Default,1,,"Ghostly Howl [Activated · Once Per Turn (Army), Any Shooting Phase] | The Briar Queen [Passive]",Nighthaunt - Library.cat#378f-c709-a843-3f3e
Tomb Banshee,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Piercing Scream,ranged,2,4,3,2,2,12,Shoot in Combat,130,1,8,2,Default,1,,"Cacophony of Sorrow [Passive] | Ghostly Howl [Activated · Once Per Battle(Army), Any Shooting Phase]",Nighthaunt - Library.cat#c35d-289f-9b39-a9aa
Tomb Banshee,Nighthaunt,Infantry Hero,5,5,5,"HERO,DEATH,FLY,NIGHTHAUNT,INFANTRY,WARD (5+)",Ancient Chill Dagger,melee,3,4,3,2,2,,Crit (Auto-wound),130,1,8,2,Default,1,,"Cacophony of Sorrow [Passive] | Ghostly Howl [Activated · Once Per Battle(Army), Any Shooting Phase]",Nighthaunt - Library.cat#c35d-289f-9b39-a9aa
Bloodpelt Hunter,Ogor Mawtribes,Infantry Hero,8,5,,"HERO,INFANTRY,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Skullshatter Crossbow and Impaling Spear,ranged,4,4,3,1,D3+1,15,Anti-**^^Monster^^** (+1 Rend),130,1,6,3,Default,1,,"Biggest-Game Hunter [Passive] | The First Shot's Mine! [Activated · Once Per Turn (Army), Your Shooting Phase]",Ogor Mawtribes - Library.cat#a800-1a5b-4097-8f11
Bloodpelt Hunter,Ogor Mawtribes,Infantry Hero,8,5,,"HERO,INFANTRY,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Hacker-axe and Meatblade,melee,5,4,2,1,2,,Anti-**^^Monster^^** (+1 Rend),130,1,6,3,Default,1,,"Biggest-Game Hunter [Passive] | The First Shot's Mine! [Activated · Once Per Turn (Army), Your Shooting Phase]",Ogor Mawtribes - Library.cat#a800-1a5b-4097-8f11
Butcher,Ogor Mawtribes,Infantry Hunter,7,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,GUTBUSTERS,WIZARD (1)",Butcher’s Tools,melee,3,4,2,1,3,,-,170,1,6,5,Default,1,,"Trogg-Guts [Activated · Once Per Turn (Army), Any Movement Phase] | More Meat for the Pot... [Activated · Once Per Battle (Army), End of Any Turn]",Ogor Mawtribes - Library.cat#1688-fcbe-1470-a4ee
Firebelly,Ogor Mawtribes,Infantry Hunter,7,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,WIZARD (1)",Basalt Hammer,melee,3,4,2,1,2,,-,150,1,6,5,Default,1,,Torrent of Flame [Passive],Ogor Mawtribes - Library.cat#d5f3-a7f1-7345-ee4b
Firebelly,Ogor Mawtribes,Infantry Hunter,7,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,WIZARD (1)",Fire Breath,ranged,6,2,3,0,1,8,Shoot in Combat,150,1,6,5,Default,1,,Torrent of Flame [Passive],Ogor Mawtribes - Library.cat#d5f3-a7f1-7345-ee4b
Frost Sabres,Ogor Mawtribes,Beast,3,6,,"OGOR MAWTRIBES,DESTRUCTION,BEAST,BEASTCLAW RAIDERS",Tusks and Claws,melee,3,4,3,1,1,,-,70,2,9,1,Default,2,,Hunters of the Frozen Wilds [Passive] | Gutless [Passive],Ogor Mawtribes - Library.cat#bdf9-1644-707-f0df
Frostlord on Stonehorn,Ogor Mawtribes,Monster Hero,15,4,,"HERO,MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Frost Spear,melee,4,4,2,2,2,,Charge (+1 Damage),340,1,10,10,Default,1,,"Stone Skeleton [Passive] | Battle Damaged [Passive] | Earth-Shattering Charge [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | Enraged Roar [Passive]",Ogor Mawtribes - Library.cat#e445-5f3b-4228-8bd3
Frostlord on Stonehorn,Ogor Mawtribes,Monster Hero,15,4,,"HERO,MONSTER,DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Stonehorn's Rock-hard Horns and Hooves,melee,7,4,2,2,3,,"Charge (+1 Damage), Companion",340,1,10,10,Default,1,,"Stone Skeleton [Passive] | Battle Damaged [Passive] | Earth-Shattering Charge [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | Enraged Roar [Passive]",Ogor Mawtribes - Library.cat#e445-5f3b-4228-8bd3
Frostlord on Thundertusk,Ogor Mawtribes,Monster Hero,15,4,,"HERO,DESTRUCTION,OGOR MAWTRIBES,OGOR,MONSTER,BEASTCLAW RAIDERS",Ice Blast,ranged,1,4,2,1,4,12,Companion,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Blessed of the Old Ice [Activated · Once Per Turn (Army), Your Movement Phase] | Sweeping Tusks [Activated · Once Per Turn (Army), Any Movement Phase · Rampage]",Ogor Mawtribes - Library.cat#e1b4-2fef-26cc-81c4
Frostlord on Thundertusk,Ogor Mawtribes,Monster Hero,15,4,,"HERO,DESTRUCTION,OGOR MAWTRIBES,OGOR,MONSTER,BEASTCLAW RAIDERS",Frost Spear,melee,4,4,2,2,2,,Charge (+1 Damage),280,1,10,10,Default,1,,"Battle Damaged [Passive] | Blessed of the Old Ice [Activated · Once Per Turn (Army), Your Movement Phase] | Sweeping Tusks [Activated · Once Per Turn (Army), Any Movement Phase · Rampage]",Ogor Mawtribes - Library.cat#e1b4-2fef-26cc-81c4
Frostlord on Thundertusk,Ogor Mawtribes,Monster Hero,15,4,,"HERO,DESTRUCTION,OGOR MAWTRIBES,OGOR,MONSTER,BEASTCLAW RAIDERS",Thundertusk’s Colossal Tusks,melee,3,4,2,1,5,,"Anti-**^^Infantry^^** (+1 Rend), Companion",280,1,10,10,Default,1,,"Battle Damaged [Passive] | Blessed of the Old Ice [Activated · Once Per Turn (Army), Your Movement Phase] | Sweeping Tusks [Activated · Once Per Turn (Army), Any Movement Phase · Rampage]",Ogor Mawtribes - Library.cat#e1b4-2fef-26cc-81c4
Gnoblar Scraplauncher,Ogor Mawtribes,War Machine,9,4,,"WAR MACHINE,DESTRUCTION,OGOR MAWTRIBES",Piles of Old Scrap,ranged,12,4,2,1,1,18,Crit (2 Hits),160,1,9,2,Default,1,,"Rain of Scrap [Activated · Once Per Turn (Army), Any Shooting Phase]",Ogor Mawtribes - Library.cat#206-8e8e-f77d-e786
Gnoblar Scraplauncher,Ogor Mawtribes,War Machine,9,4,,"WAR MACHINE,DESTRUCTION,OGOR MAWTRIBES",Rhinox's Sharp Horns and Crew's Weapons,melee,3,4,2,1,D3,,Companion,160,1,9,2,Default,1,,"Rain of Scrap [Activated · Once Per Turn (Army), Any Shooting Phase]",Ogor Mawtribes - Library.cat#206-8e8e-f77d-e786
Gnoblars,Ogor Mawtribes,Infantry,1,6,,"INFANTRY,OGOR MAWTRIBES,DESTRUCTION,CHAMPION",Sharp Stuff,ranged,1,4,5,0,1,8,-,130,20,5,1,Default,20,,"Nasty Traps and Tricks [Activated · Once Per Turn (Army), Any Charge Phase] | Gutless [Passive]",Ogor Mawtribes - Library.cat#5d4b-756c-2229-3dd9
Gnoblars,Ogor Mawtribes,Infantry,1,6,,"INFANTRY,OGOR MAWTRIBES,DESTRUCTION,CHAMPION",Motley Assortment of Weapons,melee,1,5,5,0,1,,-,130,20,5,1,Default,20,,"Nasty Traps and Tricks [Activated · Once Per Turn (Army), Any Charge Phase] | Gutless [Passive]",Ogor Mawtribes - Library.cat#5d4b-756c-2229-3dd9
Gorger Mawpack,Ogor Mawtribes,Infantry,5,6,6,"INFANTRY,CHAMPION (1/5),MUSICIAN (1/5),DESTRUCTION,OGOR MAWTRIBES,OGOR,MAWSEEKERS,WARD (6+),NON-GUTBUSTERS,NON-BEASTCLAW","Club, Claws and Jaws",melee,5,4,2,1,2,,Anti-**^^Infantry^^** (+1 Rend),240,5,6,2,Default,5,,Troglodytic Lurkers [Activated · Deployment Phase · Deploy] | Frenzied Hunters [Activated · Your Movement Phase],Ogor Mawtribes - Library.cat#8d6b-1912-d60a-5163
Gorlok Blackpowder,Ogor Mawtribes,,7,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES",Grunderbuss,ranged,2,3,3,1,2,12,Crit (Auto-wound),120,1,6,5,Default,1,,Blackpowder's Buccaneers [Passive] | Tiny Braggarts [Activated · Any Combat Phase],Ogor Mawtribes - Library.cat#3fb9-0714-39ba-3e65
Gorlok Blackpowder,Ogor Mawtribes,,7,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES",Great Cutlass,melee,5,4,2,1,2,,Anti-**^^Infantry^^** (+1 Rend),120,1,6,5,Default,1,,Blackpowder's Buccaneers [Passive] | Tiny Braggarts [Activated · Any Combat Phase],Ogor Mawtribes - Library.cat#3fb9-0714-39ba-3e65
Hrothgorn Mantrapper,Ogor Mawtribes,,7,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES,BEASTCLAW RAIDERS",Trap Launcher,ranged,2,4,3,1,2,12,Anti-**^^Infantry^^** (+1 Rend),120,1,6,5,Default,1,,Hunting Beast [Activated · Your Movement Phase] | Gnoblar Minions [Passive] | Bushwakka's Trap [Passive] | Hrothgorn's Mantrappers [Passive],Ogor Mawtribes - Library.cat#7085-43d6-6b37-a1fa
Hrothgorn Mantrapper,Ogor Mawtribes,,7,5,,"HERO,INFANTRY,DESTRUCTION,OGOR,OGOR MAWTRIBES,BEASTCLAW RAIDERS",Hunting Knife,melee,5,4,2,0,2,,-,120,1,6,5,Default,1,,Hunting Beast [Activated · Your Movement Phase] | Gnoblar Minions [Passive] | Bushwakka's Trap [Passive] | Hrothgorn's Mantrappers [Passive],Ogor Mawtribes - Library.cat#7085-43d6-6b37-a1fa
Huskard on Stonehorn,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW","Chaintrap, Harpoon Launcher or Blood Vulture",ranged,1,4,3,1,3,15,-,300,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Primal Bellow [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#8bfb-791d-158b-35a2
Huskard on Stonehorn,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Huskard's Punches and Kicks,melee,4,4,2,1,1,,-,300,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Primal Bellow [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#8bfb-791d-158b-35a2
Huskard on Stonehorn,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Stonehorn's Rock-hard Horns and Hooves,melee,7,4,2,2,3,,"Charge (+1 Damage), Companion",300,1,10,10,Default,1,,"Battle Damaged [Passive] | Stone Skeleton [Passive] | Primal Bellow [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#8bfb-791d-158b-35a2
Huskard on Thundertusk,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW","Chaintrap, Harpoon Launcher or Blood Vulture",ranged,1,4,3,1,3,15,-,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Winter's Cruelty [Activated · Once Per Turn (Army), Any Shooting Phase] | Freezing Aura [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#ebcd-aa92-94f1-c1be
Huskard on Thundertusk,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Ice Blast,ranged,1,4,2,1,D3+2,12,Companion,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Winter's Cruelty [Activated · Once Per Turn (Army), Any Shooting Phase] | Freezing Aura [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#ebcd-aa92-94f1-c1be
Huskard on Thundertusk,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Huskard's Punches and Kicks,melee,4,4,2,1,1,,-,280,1,10,10,Default,1,,"Battle Damaged [Passive] | Winter's Cruelty [Activated · Once Per Turn (Army), Any Shooting Phase] | Freezing Aura [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#ebcd-aa92-94f1-c1be
Huskard on Thundertusk,Ogor Mawtribes,Monster Hero,14,4,,"HERO,MONSTER,PRIEST (1),DESTRUCTION,OGOR MAWTRIBES,OGOR,BEASTCLAW",Thundertusk's Colossal Tusks,melee,3,4,2,1,5,,"Anti-**^^Infantry^^** (+1 Rend), Companion",280,1,10,10,Default,1,,"Battle Damaged [Passive] | Winter's Cruelty [Activated · Once Per Turn (Army), Any Shooting Phase] | Freezing Aura [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Ogor Mawtribes - Library.cat#ebcd-aa92-94f1-c1be
Icebrow Hunter,Ogor Mawtribes,Infantry Hero,7,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,BEASTCLAW",Culling Club,melee,4,4,2,0,2,,Anti-**^^Monster^^** (+1 Rend),130,1,6,3,Default,1,,Masters of Ambush [Activated · Deployment Phase · Deploy] | The Hunt Is On [Activated · Your Movement Phase],Ogor Mawtribes - Library.cat#8ea1-2719-4da0-2b1f
Icebrow Hunter,Ogor Mawtribes,Infantry Hero,7,5,,"HERO,DESTRUCTION,OGOR MAWTRIBES,INFANTRY,OGOR,BEASTCLAW",Great Throwing Spear and Crossbow,ranged,2,4,3,0,D3,12,Anti-**^^Monster^^** (+1 Rend),130,1,6,3,Default,1,,Masters of Ambush [Activated · Deployment Phase · Deploy] | The Hunt Is On [Activated · Your Movement Phase],Ogor Mawtribes - Library.cat#8ea1-2719-4da0-2b1f
Icefall Yhetees,Ogor Mawtribes,Infantry,4,6,6,"OGOR MAWTRIBES,DESTRUCTION,BEASTCLAW RAIDERS,INFANTRY,WARD (6+)",Claws and Ice‑encrusted Weapons,melee,3,4,3,1,2,,-,120,3,6,1,Default,3,,"Bounding Leaps [Activated · Once Per Turn (Army), Enemy Combat Phase]",Ogor Mawtribes - Library.cat#5fed-90de-715-e720
Ironblaster,Ogor Mawtribes,War Machine,9,4,,"WAR MACHINE,DESTRUCTION,OGOR MAWTRIBES,OGOR,GUTBUSTERS,NON-MAWSEEKERS,NON-BEASTCLAW",Ironblaster Cannon Shot,ranged,2,4,2,2,5,18,-,180,1,9,2,Default,1,,"Obliterating Blast [Activated · Once Per Turn (Army), Your Shooting Phase · Core, Attack, Shoot]",Ogor Mawtribes - Library.cat#7f12-bfdf-bff5-c0fd
Ironblaster,Ogor Mawtribes,War Machine,9,4,,"WAR MACHINE,DESTRUCTION,OGOR MAWTRIBES,OGOR,GUTBUSTERS,NON-MAWSEEKERS,NON-BEASTCLAW",Clubbers,melee,2,4,2,1,2,,-,180,1,9,2,Default,1,,"Obliterating Blast [Activated · Once Per Turn (Army), Your Shooting Phase · Core, Attack, Shoot]",Ogor Mawtribes - Library.cat#7f12-bfdf-bff5-c0fd
Ironblaster,Ogor Mawtribes,War Machine,9,4,,"WAR MACHINE,DESTRUCTION,OGOR MAWTRIBES,OGOR,GUTBUSTERS,NON-MAWSEEKERS,NON-BEASTCLAW",Rhinox's Sharp Horns,melee,4,4,2,1,D3,,Companion,180,1,9,2,Default,1,,"Obliterating Blast [Activated · Once Per Turn (Army), Your Shooting Phase · Core, Attack, Shoot]",Ogor Mawtribes - Library.cat#7f12-bfdf-bff5-c0fd
Ironguts,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,GUTBUSTERS,MUSICIAN (1/4),STANDARD BEARER (1/4)",Irongut Weapon,melee,3,4,2,2,3,,-,200,3,6,2,Default,3,,"Personal Enforcers [Passive] | Displays of Might [Activated · Once Per Turn (Army), Any Charge Phase]",Ogor Mawtribes - Library.cat#7ea4-f81b-b7cc-b16e
"Kragnos, the End of Empires",Ogor Mawtribes,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,OGOR MAWTRIBES",The Dread Mace,melee,6,3,2,3,4,,-,580,1,10,15,Default,1,,"Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | Battle Damaged [Passive] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Avatar of Destruction [Passive]",Ogor Mawtribes - Library.cat#7231-fb13-c283-ff9d
"Kragnos, the End of Empires",Ogor Mawtribes,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,OGOR MAWTRIBES",Tuskbreaker,melee,3,4,2,2,2,,Crit (2 Hits),580,1,10,15,Default,1,,"Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | Battle Damaged [Passive] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Avatar of Destruction [Passive]",Ogor Mawtribes - Library.cat#7231-fb13-c283-ff9d
"Kragnos, the End of Empires",Ogor Mawtribes,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,OGOR MAWTRIBES",Hooves of Wrack and Ruin,melee,6,3,2,1,2,,-,580,1,10,15,Default,1,,"Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | Battle Damaged [Passive] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Avatar of Destruction [Passive]",Ogor Mawtribes - Library.cat#7231-fb13-c283-ff9d
Leadbelchers,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,GUTBUSTERS",Leadbelcher Gun,ranged,2,4,3,1,1,15,-,140,4,6,2,Default,4,,"Firing from the Belly [Activated · Once Per Turn (Army), Your Shooting Phase] | Powder Gnoblars [Passive]",Ogor Mawtribes - Library.cat#15cd-469c-4ed6-afef
Leadbelchers,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,CHAMPION,OGOR MAWTRIBES,DESTRUCTION,OGOR,GUTBUSTERS",Bludgeoning Blows,melee,2,4,2,0,2,,-,140,4,6,2,Default,4,,"Firing from the Belly [Activated · Once Per Turn (Army), Your Shooting Phase] | Powder Gnoblars [Passive]",Ogor Mawtribes - Library.cat#15cd-469c-4ed6-afef
Maneaters,Ogor Mawtribes,Infantry,4,5,,"INFANTRY,OGOR MAWTRIBES,DESTRUCTION,OGOR",Pistols or Throwing Weapons,ranged,1,3,3,1,2,10,Shoot in Combat,180,3,6,2,Default,3,,"Been There, Done That [Activated · Once Per Turn (Army), Reaction: This unit was picked to be the target of a non-Core ability]",Ogor Mawtribes - Library.cat#f4ef-9156-1fd1-4b91
