id,unit_name,army,category,troop_type,points,points_per_model,min_models,M,WS,BS,S,T,W,I,A,Ld,armour,shield,ward,regeneration,weapon,weapon_S,weapon_AP,weapon_rules,armour_bane,cleaving_blow,poisoned,requires_two_hands,fight_in_extra_rank,extra_attacks,horde,stubborn,unbreakable,unstable,indomitable,hatred,frenzy,named,mounts,special_rules
chapter-master,Chapter Master,Empire of Man,characters,Heavy Cavalry,140,75,1,,5,3,4,4,2,5,3,8,5,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Counter Charge, First Charge, Immune to Psychology, Master of Battle, Rallying Cry, Stubborn, Swiftstride, Veteran"
witch-hunter,Witch Hunter,Empire of Man,characters,Regular Infantry,55,55,1,4,4,4,4,4,2,5,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Immune to Psychology, Killing Blow, Suffer Not..."
lector-of-sigmar,Lector of Sigmar,Empire of Man,characters,Regular Infantry,110,110,1,4,5,3,4,4,3,5,3,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Prayers of Sigmar"
priest-of-sigmar,Priest of Sigmar,Empire of Man,characters,Regular Infantry,60,60,1,4,4,3,4,4,2,4,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Prayers of Sigmar"
high-priest-of-ulric,High Priest of Ulric,Empire of Man,characters,Regular Infantry,110,110,1,4,5,3,4,4,3,5,3,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Prayers of Ulric"
priest-of-ulric,Priest of Ulric,Empire of Man,characters,Regular Infantry,60,60,1,4,4,3,4,4,2,4,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Prayers of Ulric"
empire-engineer,Empire Engineer,Empire of Man,characters,Regular Infantry,45,45,1,4,3,4,3,3,2,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Clouds of Soot & Smoke, Master of Ballistics"
harbinger-of-doom,Harbinger of Doom,Empire of Man,characters,Regular Infantry,65,65,1,4,5,2,4,4,2,4,3,8,,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,yes,,,,"Feel No Pain, Furious Charge, Immune to Psychology, Impetuous, Hatred (all enemies), Prayer of the Damned, Unbreakable, Zealot"
general-hans-von-loewenhacke,General Hans von Löwenhacke,Empire of Man,characters,Regular Infantry,190,190,1,4,6,5,4,4,3,4,4,10,4,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,yes,,"""Hold the Line!"", Mercenary Commander, Rallying Cry, Strategic Mastery, Stubborn"
harald-gemunsen,Harald Gemunsen,Empire of Man,characters,Heavy Cavalry,185,185,1,,7,3,4,4,3,6,4,9,3,,5,,Hand Weapon,S,0,,,,,,,,,yes,yes,,,yes,,yes,WS3 S3 I3 A1,"Counter Charge, First Charge, Grand Master of the Knights Panther, Hatred (Warriors of Chaos + Beastmen Brayherds + Daemonic models), Immune to Psychology, Magic Resistance (-1), Master of Battle, Rallying Cry, Skilled Duellist, Stubborn, Swiftstride, Veteran"
inner-circle-knights,Inner Circle Knights Panther,Empire of Man,core,Heavy Cavalry,120,30,4,,4,3,4,3,1,4,1,9,3,yes,5,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,yes,,,yes,,,WS3 S3 I3 A1,"Order of the Knights Panther, Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran, Hatred (Warriors of Chaos + Beastmen Brayherds + Daemonic models), Magic Resistance (-1)"
inner-circle-knights,Inner Circle Knights of the White Wolf,Empire of Man,core,Heavy Cavalry,124,31,4,,4,3,4,3,1,4,1,9,3,yes,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,WS3 S3 I3 A1,"Order of the White Wolf, Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran, Furious Charge"
inner-circle-knights,Inner Circle Knights of the Blazing Sun,Empire of Man,core,Heavy Cavalry,120,30,4,,4,3,4,3,1,4,1,9,3,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Order of the Blazing Sun, Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran, Evasive, Flaming Attacks"
inner-circle-knights,Inner Circle Knights of Morr,Empire of Man,core,Heavy Cavalry,124,31,4,,4,3,4,3,1,4,1,9,3,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS3 S3 I3 A1,"Order of the Knights of Morr, Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran, Hatred (Undead models), Fear, Magical Attacks"
inner-circle-knights,Inner Circle Knights of the Fiery Heart,Empire of Man,core,Heavy Cavalry,124,31,4,,4,3,4,3,1,4,1,9,3,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS3 S3 I3 A1,"Order of the Fiery Heart, Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran, Hatred (enemy Wizards + Orcs & Goblins)"
state-troops,State Troops,Empire of Man,core,Regular Infantry,50,5,10,4,3,3,3,3,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Detachment, Regimental Unit, Horde"
nuln-state-troops,Nuln State Troops,Empire of Man,core,Regular Infantry,50,5,10,4,3,3,3,3,1,3,1,7,6,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,yes,,,,,,,,,"Close Order, Regimental Unit, Nuln State Troops {empire}, Horde"
veteran-state-troops,Veteran State Troops,Empire of Man,core,Regular Infantry,70,7,10,4,4,3,3,3,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Detachment, Regimental Unit, Veteran, Horde"
nuln-veteran-state-troops,Nuln Veteran State Troops,Empire of Man,core,Regular Infantry,70,7,10,4,4,3,3,3,1,3,1,7,6,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,yes,,,,,,,,,"Close Order, Regimental Unit, Veteran, Nuln State Troops {empire}, Horde"
state-missile-troops,State Missile Troops,Empire of Man,core,Regular Infantry,70,7,10,4,3,3,3,3,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Detachment, Regimental Unit"
free-company-militia,Free Company Militia,Empire of Man,core,Regular Infantry,60,6,10,4,3,3,3,3,1,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Detachment, Horde, Impetuous, Levies, Open Order, Warband, Furious Charge"
empire-archers,Empire Archers,Empire of Man,core,Regular Infantry,35,7,5,4,3,3,3,3,1,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Detachment, Move Through Cover, Open Order, Skirmishers, Vanguard"
outriders,Outriders,Empire of Man,core,Light Cavalry,76,19,4,,3,4,3,3,1,3,1,7,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fast Cavalry, Fire & Flee, Open Order, Skirmishers, Swiftstride, Vanguard"
empire-knights,Empire Knights,Empire of Man,core,Heavy Cavalry,80,20,4,,4,3,3,3,1,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Close Order, Counter Charge, First Charge, Swiftstride"
empire-knights,Empire Knights Panther,Empire of Man,core,Heavy Cavalry,88,22,4,,4,3,3,3,1,3,1,8,4,yes,5,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,yes,,,yes,,,WS3 S3 I3 A1,"Order of the Knights Panther, Close Order, Counter Charge, First Charge, Swiftstride, Hatred (Warriors of Chaos + Beastmen Brayherds + Daemonic models)"
empire-knights,Empire Knights of the White Wolf,Empire of Man,core,Heavy Cavalry,92,23,4,,4,3,3,3,1,3,1,8,4,yes,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,WS3 S3 I3 A1,"Order of the White Wolf, Close Order, Counter Charge, First Charge, Swiftstride, Furious Charge"
empire-knights,Empire Knights of the Blazing Sun,Empire of Man,core,Heavy Cavalry,88,22,4,,4,3,3,3,1,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Order of the Blazing Sun, Close Order, Counter Charge, First Charge, Swiftstride, Evasive, Flaming Attacks"
empire-knights,Empire Knights of Morr,Empire of Man,core,Heavy Cavalry,92,23,4,,4,3,3,3,1,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS3 S3 I3 A1,"Order of the Knights of Morr, Close Order, Counter Charge, First Charge, Swiftstride, Hatred (Undead models)"
empire-knights,Empire Knights of the Fiery Heart,Empire of Man,core,Heavy Cavalry,92,23,4,,4,3,3,3,1,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS3 S3 I3 A1,"Order of the Fiery Heart, Close Order, Counter Charge, First Charge, Swiftstride, Hatred (enemy Wizards + Orcs & Goblins)"
empire-greatswords,Empire Greatswords,Empire of Man,special,Regular Infantry,55,11,5,4,4,3,4,3,1,3,1,8,4,,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,yes,,,,,,,,"Close Order, Regimental Unit, Stubborn, Furious Charge"
teutogen-guard,Teutogen Guard,Empire of Man,special,Heavy Infantry,65,13,5,4,4,3,3,4,1,3,1,8,4,,,,Wolf Hammer,S+1,-2,Requires Two Hands,,,,yes,,,,yes,,,,,,,,"Blessings of Ulric, Close Order, Drilled, Stubborn, Veteran"
pistoliers,Pistoliers,Empire of Man,special,Light Cavalry,75,15,5,,3,3,3,3,1,3,1,6,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Counter Charge, Fast Cavalry, Fire & Flee, Impetuous, Open Order, Skirmishers, Swiftstride"
great-cannon,Great Cannon,Empire of Man,special,War Machine,125,125,1,,3,3,3,6,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
mortar,Mortar,Empire of Man,special,War Machine,95,95,1,,3,3,3,6,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
empire-war-wagon,Empire War Wagon,Empire of Man,special,Heavy Chariot,140,140,1,,3,3,3,5,6,3,1,8,,,,,Ball & Chain,S+3,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,WS3 S3 I3 A1,"Close Order, Crushing Weight, Impact Hits (D6+1 - War Wagon only), Large Target, Stable Firing Platform, Stomp Attacks (D3+1)"
inner-circle-knights,Inner Circle Knights,Empire of Man,special,Heavy Cavalry,112,28,4,,4,3,4,3,1,4,1,9,3,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Close Order, Counter Charge, Drilled, First Charge, Inner Circle, Swiftstride, Veteran"
demigryph-knights,Demigryph Knights,Empire of Man,special,Monstrous Cavalry,116,58,2,,4,3,4,4,3,4,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS4 S5 I4 A3,"Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph)"
demigryph-knights,Demigryph Knights Panther,Empire of Man,special,Monstrous Cavalry,120,60,2,,4,3,4,4,3,4,1,8,4,yes,5,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,yes,,,yes,,,WS4 S5 I4 A3,"Order of the Knights Panther, Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph), Hatred (Warriors of Chaos + Beastmen Brayherds + Daemonic models)"
demigryph-knights,Demigryph Knights of the White Wolf,Empire of Man,special,Monstrous Cavalry,122,61,2,,4,3,4,4,3,4,1,8,4,yes,,,Wolf Hammer,S+1,-2,Requires Two Hands,,,,yes,,,,,,,,,,,WS4 S5 I4 A3,"Order of the White Wolf, Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph), Furious Charge"
demigryph-knights,Demigryph Knights of the Blazing Sun,Empire of Man,special,Monstrous Cavalry,120,60,2,,4,3,4,4,3,4,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS4 S5 I4 A3,"Order of the Blazing Sun, Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph), Evasive, Flaming Attacks"
demigryph-knights,Demigryph Knights of Morr,Empire of Man,special,Monstrous Cavalry,122,61,2,,4,3,4,4,3,4,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS4 S5 I4 A3,"Order of the Knights of Morr, Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph), Hatred (Undead models)"
demigryph-knights,Demigryph Knights of the Fiery Heart,Empire of Man,special,Monstrous Cavalry,122,61,2,,4,3,4,4,3,4,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,yes,,,WS4 S5 I4 A3,"Order of the Fiery Heart, Close Order, Counter Charge, First Charge, Fear, Swiftstride, Wicked Claws (Demigryph), Hatred (enemy Wizards + Orcs & Goblins)"
empire-road-wardens,Empire Road Wardens,Empire of Man,rare,Light Cavalry,72,18,4,,3,4,3,3,1,3,1,7,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fast Cavalry, Fire & Flee, Open Order, Skirmishers, Swiftstride"
empire-steam-tank,Steam Tank,Empire of Man,rare,Heavy Chariot,265,265,1,4,3,4,3,7,10,3,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,,"Close Order, Grinding Wheels, Immune to Psychology, Impact Hits (D6+1), Large Target, Steam Power, Stomp Attacks (D3+1), Temperamental, Terror, Unbreakable"
flagellants,Flagellants,Empire of Man,rare,Regular Infantry,65,13,5,4,3,2,3,4,1,3,1,5,,,,,Flail,S+2,-2,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,yes,,,yes,,,,"Close Order, Fanatical Zeal, Feel No Pain, Furious Charge, Immune to Psychology, Impetuous, Hatred (all enemies), Unbreakable"
helblaster-volley-gun,Helblaster Volley Gun,Empire of Man,rare,War Machine,120,120,1,,3,3,3,6,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
helstorm-rocket-battery,Helstorm Rocket Battery,Empire of Man,rare,War Machine,125,125,1,,3,3,3,6,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
imperial-ogres,Imperial Ogres,Empire of Man,mercenaries,Monstrous Infantry,87,29,3,6,3,3,4,4,3,2,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Impact Hits (1), Mercenaries, Motley Crew, Ogre Charge"
miao-ying,Miao Ying,Grand Cathay,characters,Heavy Infantry,485,485,1,4,7,5,4,4,7,7,4,10,4,,5,,Hand Weapon,S,0,,,,,,,,,yes,yes,,,yes,,yes,,"Celestial Forged Armour (5+), Disdain of the Dragons, Hatred (Warriors of Chaos & Daemonic models), Magic Resistance (-1), Mastery of the Storm Winds, Lore of Yang, Lore of Yin, Mastery of the Elemental Winds, Stubborn, Supreme Matriarch of Nan-Gau, Transformation of the Dragon, Will of the Dragons, Wrath of the Storm, Rallying Cry (Human Form), Fly (9 - Dragon Form), Large Target (Dragon Form), Stomp Attacks (D6 - Dragon Form), Swiftstride (Dragon Form), Terror (Dragon Form)"
shugengan-lord,Shugengan Lord,Grand Cathay,characters,Monstrous Creature,220,220,1,,6,3,4,5,7,6,4,9,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS5 S5 I4 A3,"Armoured Hide (2), Celestial Forged Armour (5+), Counter Charge, Fear, Fly (9), Impact Hits (D3+1), Mastery of the Elemental Winds, Swiftstride, Will of the Dragons, Crown of horns {cathay}"
shugengan-general,Shugengan General,Grand Cathay,characters,Monstrous Creature,145,145,1,,5,3,4,5,6,5,3,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS5 S5 I4 A3,"Armoured Hide (2), Celestial Forged Armour (5+), Counter Charge, Fear, Fly (9), Impact Hits (D3+1), Mastery of the Elemental Winds, Swiftstride, Will of the Dragons, Crown of horns {cathay}"
lord-magistrate,Lord Magistrate,Grand Cathay,characters,Regular Infantry,65,65,1,4,5,4,3,3,3,4,2,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Grand Strategist, Harmony of Stone & Steel, Will of the Dragons"
supreme-astromancer,Supreme Astromancer,Grand Cathay,characters,Regular Infantry,125,125,1,4,3,3,3,3,3,3,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Mastery of the Elemental Winds"
strategist,Strategist,Grand Cathay,characters,Regular Infantry,40,40,1,4,4,4,3,3,2,3,1,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Grand Strategist, Harmony of Stone & Steel, Will of the Dragons"
gate-master,Gate Master,Grand Cathay,characters,Heavy Infantry,80,80,1,4,7,4,4,4,3,4,3,9,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Harmony of Stone & Steel, Will of the Dragons"
gate-keeper,Gate Keeper,Grand Cathay,characters,Heavy Infantry,45,45,1,4,6,4,4,4,2,4,2,8,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Harmony of Stone & Steel, Will of the Dragons"
astromancer,Astromancer,Grand Cathay,characters,Regular Infantry,65,65,1,4,3,3,3,3,2,3,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Mastery of the Elemental Winds"
peasant-levy,Peasant Levy,Grand Cathay,core,Regular Infantry,40,4,10,4,2,3,3,3,1,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Horde, Warband"
jade-warriors,Jade Warriors,Grand Cathay,core,Heavy Infantry,40,8,5,4,4,3,3,3,1,3,1,8,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Defensive Stance, Detachment, Regimental Unit, Will of the Dragons"
jade-lancers,Jade Lancers,Grand Cathay,core,Heavy Cavalry,100,20,5,,4,3,3,3,1,3,1,8,4,yes,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,WS3 S3 I3 A1,"Cathayan Cataphracts, Close Order, Counter Charge, Horde, Swiftstride, Will of the Dragons"
cathayan-grand-cannon,Cathayan Grand Cannon,Grand Cathay,special,War Machine,130,130,1,,3,3,3,6,3,3,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
fire-rain-rocket-battery,Fire Rain Rocket Battery,Grand Cathay,special,War Machine,130,130,1,,3,3,3,6,3,3,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
cathayan-sentinel,Cathayan Sentinel,Grand Cathay,special,Behemoth,230,230,1,6,5,1,6,6,6,3,3,10,5,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,,"Close Order, Immune to Psychology, Implacable, Large Target, Stomp Attacks (D3+1), Terror, Timmm-berrr!, Unbreakable"
sky-lantern,Sky Lantern,Grand Cathay,special,Heavy Chariot,135,135,1,1,3,4,3,4,7,3,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A2,"Close Order, Disengage, Eye of the Dragon, Feigned Flight, Fire & Flee, Fly (8), Heavenly Beacon, Impact Hits (D3+1 - Sky Lantern only), Large Target, Reserve Move, Scouts, Flammable"
crane-gunner-teams,Crane Gunner Teams,Grand Cathay,special,Regular Infantry,48,16,3,4,3,3,3,3,2,3,2,7,6,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Open Order
iron-hail-gunners,Iron Hail Gunners,Grand Cathay,special,Regular Infantry,48,12,4,4,3,3,3,3,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Open Order, Skirmishers"
prince,Prince,High Elf Realms,characters,Regular Infantry,130,130,1,5,7,7,4,3,3,6,4,10,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Ithilmar Weapons, Strike First, Valour of Ages"
noble,Noble,High Elf Realms,characters,Regular Infantry,70,70,1,5,6,6,4,3,2,5,3,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Ithilmar Weapons, Strike First, Valour of Ages"
archmage,Archmage,High Elf Realms,characters,Regular Infantry,155,155,1,5,4,4,3,3,3,5,2,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Ithilmar Weapons, Lileath's Blessing, Lore of Saphery, Valour of Ages"
mage,Mage,High Elf Realms,characters,Regular Infantry,80,80,1,5,4,4,3,3,2,4,1,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Ithilmar Weapons, Lileath's Blessing, Lore of Saphery, Valour of Ages"
dragon-mage,Dragon Mage,High Elf Realms,characters,Behemoth,275,275,1,,4,4,3,5,6,5,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS5 S5 I4 A4,"Blessings of Asuryan, Close Order, Dragon Armour, Elven Reflexes, Fly (10), Impetuous, Ithilmar Weapons, Large Target, Lileath's Blessing, Lore of Saphery, Stomp Attacks (D6), Swiftstride, Terror, Valour of Ages"
handmaiden-of-the-everqueen,Handmaiden of the Everqueen,High Elf Realms,characters,Regular Infantry,65,65,1,5,6,7,4,3,2,6,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Arrows of Isha, Evasive, Ignores Cover, Immune to Psychology, Ithilmar Armour, Ithilmar Weapons, Strike First"
chracian-chieftain,Chracian Chieftain,High Elf Realms,characters,Heavy Infantry,105,105,1,5,6,4,4,3,3,5,3,9,5,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Furious Charge, Ithilmar Weapons, Lion Cloak, Move Through Cover*, Strike First*, Stubborn, Valour of Ages"
sea-guard-garrison-commander,Sea Guard Garrison Commander,High Elf Realms,characters,Regular Infantry,90,90,1,5,6,7,4,3,2,5,3,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Accomplished Archers, Ithilmar Weapons, Naval Discipline, Strike First*, Valour of Ages"
storm-weaver,Storm Weaver,High Elf Realms,characters,Regular Infantry,85,85,1,5,4,4,3,3,2,4,2,9,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Ithilmar Weapons, Lore of Saphery, Valour of Ages"
korhil-lionmane,Korhil Lionmane,High Elf Realms,characters,Heavy Infantry,175,175,1,5,7,5,4,3,3,6,4,9,5,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,yes,,"Elven Reflexes, Furious Charge, Mighty Constitution, Move Through Cover*, Stubborn, Valour of Ages"
ishaya-vess,Ishaya Vess,High Elf Realms,characters,Regular Infantry,170,170,1,5,7,7,4,3,3,7,3,9,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,yes,,"Commanding Voice, Ithilmar Weapons, Naval Discipline, Rallying Cry, Strike First, Precision Strikes, Valour of Ages"
elven-spearmen,Elven Spearmen,High Elf Realms,core,Regular Infantry,40,8,5,5,4,4,3,3,1,4,1,8,6,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Elven Reflexes, Martial Prowess, Regimental Unit, Valour of Ages"
elven-archers,Elven Archers,High Elf Realms,core,Regular Infantry,45,9,5,5,4,4,3,3,1,4,1,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Detachment, Elven Reflexes, Valour of Ages"
lothern-sea-guard,Lothern Sea Guard,High Elf Realms,core,Regular Infantry,50,10,5,5,4,4,3,3,1,4,1,8,6,,,,Thrusting Spear,S,0,Fight In Extra Rank,,,,,,,,,,,,,,,,"Close Order, Elven Reflexes, Martial Prowess, Naval Discipline, Valour of Ages"
ellyrian-reavers,Ellyrian Reavers,High Elf Realms,core,Light Cavalry,80,16,5,,4,4,3,3,1,4,1,8,6,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I4 A1,"Elven Reflexes, Fast Cavalry, Open Order, Swiftstride, Valour of Ages"
silver-helms,Silver Helms,High Elf Realms,core,Heavy Cavalry,92,23,4,,4,4,3,3,1,5,1,8,4,,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I4 A1,"Close Order, Elven Reflexes, First Charge, Ithilmar Barding, Swiftstride, Valour of Ages"
sisters-of-avelorn,Sisters of Avelorn,High Elf Realms,core,Regular Infantry,75,15,5,5,5,5,3,3,1,5,1,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Arrows of Isha, Evasive, Ignores Cover, Immune to Psychology, Ithilmar Armour, Ithilmar Weapons, Open Order, Skirmishers, Strike First"
chracian-woodsmen,Chracian Woodsmen,High Elf Realms,core,Regular Infantry,60,12,5,5,4,4,4,3,1,4,1,8,6,,,,Chracian Great Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,,,,,,,,,"Elven Reflexes, Move Through Cover, Skirmishers, Valour of Ages"
white-lions-of-chrace,White Lions of Chrace,High Elf Realms,core,Regular Infantry,70,14,5,5,5,4,4,3,1,5,1,8,5,,,,Chracian Great Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,yes,,,,,,,,"Chracian Warriors, Elven Reflexes, King's Guard, Lion Cloak, Move Through Cover, Open Order, Stubborn, Valour of Ages, Furious Charge"
ships-company,Ship's Company,High Elf Realms,core,Regular Infantry,45,9,5,5,4,4,3,3,1,4,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Detachment, Elven Reflexes, Evasive, Fire & Flee, Open Order, Valour of Ages"
dragon-princes,Dragon Princes,High Elf Realms,special,Heavy Cavalry,111,37,3,,5,4,3,3,1,5,2,9,3,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I4 A1,"Close Order, Counter Charge, Dragon Armour, Drilled, Elven Reflexes, First Charge, Impetuous, Ithilmar Barding, Ithilmar Weapons, Sons of Caledor, Swiftstride, Valour of Ages"
swordmasters-of-hoeth,Swordmasters of Hoeth,High Elf Realms,special,Regular Infantry,70,14,5,5,6,4,3,3,1,6,1,8,5,,,,Sword of Hoeth,S+2,-2,"Magical Attacks, Requires Two Hands",,,,yes,,,,,,,,,,,,"Cleaving Blow, Close Order, Deflect Shots, Elven Reflexes, Ithilmar Armour, Magic Resistance (-1), Valour of Ages, Warriors of the White Tower"
phoenix-guard,Phoenix Guard,High Elf Realms,special,Heavy Infantry,80,16,5,5,5,4,3,3,1,5,1,9,4,,,,Ceremonial Halberd,S+1,-1,"Armour Bane (1), Fight in Extra Rank, Magical Attacks, Requires Two Hands",1,,,yes,yes,,,,,,,,,,,"Blessings of Asuryan, Close Order, Elven Reflexes, Fear, Martial Prowess, Veteran, Witness to Destiny"
shadow-warriors,Shadow Warriors,High Elf Realms,special,Regular Infantry,70,14,5,5,5,5,3,3,1,5,1,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Evasive, Fire & Flee, Ithilmar Weapons, Move Through Cover, Scouts, Skirmishers, Veteran, Warriors of Nagarythe"
