unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Storm Speeder Hammerstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9489-445c-f950-7292,140,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Krakstorm Grenade Launcher,Ranged,1,3,9,-1,D3,2,,
Storm Speeder Hammerstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9489-445c-f950-7292,140,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Melta Destroyer,Ranged,3,3,9,-4,D6,1,Melta 2,
Storm Speeder Hammerstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",9489-445c-f950-7292,140,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Close combat weapon,Melee,4,3,4,0,1,1,,
Storm Speeder Thunderstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",993a-9cbc-8052-e40,135,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Stormfury Missiles,Ranged,1,2,12,-3,D6+1,1,,
Storm Speeder Thunderstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",993a-9cbc-8052-e40,135,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Thunderstrike Las-talon,Ranged,2,2,9,-3,D6+1,1,,
Storm Speeder Thunderstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",993a-9cbc-8052-e40,135,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Twin Icarus Rocket Pod,Ranged,D3,3,8,-1,2,1,"Twin-linked, Anti-Fly 2+",
Storm Speeder Thunderstrike,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",993a-9cbc-8052-e40,135,1,9,11,3,,,3,14.0,"FLY, VEHICLE",,Close combat weapon,Melee,4,3,4,0,1,1,,
Stormhawk Interceptor,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3d99-47aa-8cf3-883f,155,1,9,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Armoured Hull,Melee,3,4,6,0,1,1,,
Stormhawk Interceptor,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3d99-47aa-8cf3-883f,155,1,9,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Twin assault cannon,Ranged,6,3,6,0,1,1,"Devastating Wounds, Twin-linked",
Stormhawk Interceptor,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3d99-47aa-8cf3-883f,155,1,9,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Icarus Stormcannon,Ranged,6,3,7,-1,2,1,Anti-Fly 2+,
Stormhawk Interceptor,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",3d99-47aa-8cf3-883f,155,1,9,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Twin heavy bolter,Ranged,3,3,5,-1,2,1,"Sustained Hits 1, Twin-linked",
Stormraven Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",469b-3370-30f3-473a,280,1,10,14,3,,,0,14.0,"FLY, TRANSPORT, VEHICLE",,Stormstrike Missile Launcher,Ranged,1,3,10,-2,3,2,,
Stormraven Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",469b-3370-30f3-473a,280,1,10,14,3,,,0,14.0,"FLY, TRANSPORT, VEHICLE",,Armoured Hull,Melee,6,4,8,0,1,1,,
Stormraven Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",469b-3370-30f3-473a,280,1,10,14,3,,,0,14.0,"FLY, TRANSPORT, VEHICLE",,➤ Twin Heavy Plasma Cannon - Standard,Ranged,D3,3,7,-2,2,1,"Twin-linked, Blast",
Stormraven Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",469b-3370-30f3-473a,280,1,10,14,3,,,0,14.0,"FLY, TRANSPORT, VEHICLE",,➤ Typhoon missile launcher - frag,Ranged,2D6,3,4,0,1,1,Blast,
Stormtalon Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",1bb6-878e-7af1-5bdb,165,1,8,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Armoured Hull,Melee,3,4,6,0,1,1,,
Stormtalon Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",1bb6-878e-7af1-5bdb,165,1,8,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Twin assault cannon,Ranged,6,3,6,0,1,1,"Devastating Wounds, Twin-linked",
Stormtalon Gunship,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",1bb6-878e-7af1-5bdb,165,1,8,10,3,,,0,0.0,"AIRCRAFT, FLY, VEHICLE",,Skyhammer Missile Launcher,Ranged,3,3,8,-1,D3,1,"Twin-linked, Anti-Fly 2+",
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Close combat weapon,Melee,3,3,4,0,1,1,,
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Accelerator Autocannon,Ranged,3,4,8,-1,2,1,Heavy,
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,1,,
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Accelerator Autocannon,Ranged,3,4,8,-1,2,2,Heavy,
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Close combat weapon,Melee,3,3,4,0,1,2,,
Suppressor Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",97f6-b1f8-c72d-e826,85,3,4,2,3,,,1,12.0,"FLY, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,2,,
Sword Brethren Squad,Imperium - Adeptus Astartes - Black Templars,,206c-6b4d-4aaa-7e79,100,4,4,3,3,,,1,6.0,INFANTRY,,Heavy Bolt Pistol,Ranged,1,3,4,-1,1,4,,
Sword Brethren Squad,Imperium - Adeptus Astartes - Black Templars,,206c-6b4d-4aaa-7e79,100,4,4,3,3,,,1,6.0,INFANTRY,,Astartes Chainsword,Melee,6,2,4,-1,1,4,Sustained Hits 1,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,7,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Close combat weapon,Melee,2,3,4,0,1,7,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Boltgun,Ranged,2,3,4,0,1,7,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Close combat weapon,Melee,2,3,4,0,1,1,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Astartes Chainsword,Melee,4,3,4,-1,1,1,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Astartes Chainsword,Melee,4,3,4,-1,1,1,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,2,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Close combat weapon,Melee,2,3,4,0,1,2,,
Tactical Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",c09a-6504-d25f-477,140,10,4,2,3,,,2,6.0,"BATTLELINE, INFANTRY",,Boltgun,Ranged,2,3,4,0,1,2,,
Techmarine,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",e671-cd3a-2b03-3954,55,1,4,4,2,,,1,6.0,"CHARACTER, INFANTRY",,Forge Bolter,Ranged,3,2,5,-1,2,1,,
Techmarine,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",e671-cd3a-2b03-3954,55,1,4,4,2,,,1,6.0,"CHARACTER, INFANTRY",,Grav-pistol,Ranged,1,2,4,-1,2,1,Anti-Vehicle 2+,
Techmarine,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",e671-cd3a-2b03-3954,55,1,4,4,2,,,1,6.0,"CHARACTER, INFANTRY",,Omnissian power axe,Melee,4,3,6,-2,2,1,,
Techmarine,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",e671-cd3a-2b03-3954,55,1,4,4,2,,,1,6.0,"CHARACTER, INFANTRY",,Servo-arm,Melee,1,3,8,-2,3,1,,
Terminator Assault Squad,Imperium - Adeptus Astartes - Space Marines,"Imperium - Adeptus Astartes - Black Templars, Imperium - Adeptus Astartes - Blood Angels, Imperium - Adeptus Astartes - Dark Angels, Imperium - Adeptus Astartes - Deathwatch, Imperium - Adeptus Astartes - Imperial Fists, Imperium - Adeptus Astartes - Iron Hands, Imperium - Adeptus Astartes - Raven Guard, Imperium - Adeptus Astartes - Salamanders, Imperium - Adeptus Astartes - Space Wolves, Imperium - Adeptus Astartes - Ultramarines, Imperium - Adeptus Astartes - White Scars",ae9a-10e3-8091-20,155,5,5,4,2,4,,1,5.0,INFANTRY,1x T5 W3 Sv2+ Inv4+ | 4x T5 W4 Sv2+ Inv4+,Thunder Hammer,Melee,3,3,8,-2,2,1,Devastating Wounds,
